"Disposition","Location","per_loc"
TRAFFIC STOP,W WASHINGTON AVE&ROBIN ST,1
WANTED PERSON,W WASHINGTON AVE&N YALE ST,1
TRAFFIC PROBLEM,W WASHINGTON AVE&N VALLEY VIEW,1
TRAFFIC STOP,W WASHINGTON AVE&N VALLEY VIEW,2
DRUNK DRIVER,W WASHINGTON AVE&N TORREY PINES DR,1
SICK OR INJURED PERS,W WASHINGTON AVE&N TORREY PINE,1
TRAFFIC STOP,W WASHINGTON AVE&N TORREY PINE,1
ACCIDENT HIT/RUN,W WASHINGTON AVE&N TONOPAH DR,1
DETAIL,W WASHINGTON AVE&N TONOPAH DR,1
TRAFFIC STOP,W WASHINGTON AVE&N TONOPAH DR,2
ASSIST A CITIZEN,W WASHINGTON AVE&N TENAYA WAY,1
PERSON ON FOOT,W WASHINGTON AVE&N TENAYA WAY,1
TRAFFIC PROBLEM,W WASHINGTON AVE&N TENAYA WAY,1
TRAFFIC STOP,W WASHINGTON AVE&N TENAYA WAY,1
TRAFFIC PROBLEM,W WASHINGTON AVE&N ST,1
TRAFFIC STOP,W WASHINGTON AVE&N ST,1
ACCIDENT,W WASHINGTON AVE&N RANCHO DR,2
ACCIDENT W/INJURY,W WASHINGTON AVE&N RANCHO DR,1
ASSIST A CITIZEN,W WASHINGTON AVE&N RANCHO DR,2
ASSIST AN OFFICER,W WASHINGTON AVE&N RANCHO DR,2
FIGHT,W WASHINGTON AVE&N RANCHO DR,1
NARCOTICS,W WASHINGTON AVE&N RANCHO DR,1
OTHER DISTURBANCE,W WASHINGTON AVE&N RANCHO DR,1
PARK RULES VIOL CLOS,W WASHINGTON AVE&N RANCHO DR,1
PERSON ON FOOT,W WASHINGTON AVE&N RANCHO DR,2
TRAFFIC STOP,W WASHINGTON AVE&N RANCHO DR,12
ASSIST A CITIZEN,W WASHINGTON AVE&N MICHAEL WAY,1
TRAFFIC STOP,W WASHINGTON AVE&N MICHAEL WAY,3
TRAFFIC PROBLEM,W WASHINGTON AVE&N MARTIN L KI,1
TRAFFIC STOP,W WASHINGTON AVE&N MARTIN L KI,1
ACCIDENT,W WASHINGTON AVE&N JONES BLVD,1
PERSON ON FOOT,W WASHINGTON AVE&N JONES BLVD,1
TRAFFIC STOP,W WASHINGTON AVE&N JONES BLVD,1
ASSIST A CITIZEN,W WASHINGTON AVE&N DURANGO DR,1
TRAFFIC STOP,W WASHINGTON AVE&N DURANGO DR,3
ACCIDENT,W WASHINGTON AVE&N DECATUR BLVD,1
ANIMAL COMPLAINT,W WASHINGTON AVE&N DECATUR BLVD,1
ASSIST AN OFFICER,W WASHINGTON AVE&N DECATUR BLVD,1
PED ON A ROADWAY,W WASHINGTON AVE&N DECATUR BLVD,1
TRAFFIC STOP,W WASHINGTON AVE&N DECATUR BLVD,2
ACCIDENT,W WASHINGTON AVE&N DECATUR BLV,1
ASSIST AN OFFICER,W WASHINGTON AVE&N DECATUR BLV,1
DRUNK DRIVER,W WASHINGTON AVE&N DECATUR BLV,1
TRAFFIC STOP,W WASHINGTON AVE&N DECATUR BLV,4
TRAFFIC PROBLEM,W WASHINGTON AVE&N CIMARRON RD,1
TRAFFIC STOP,W WASHINGTON AVE&N CIMARRON RD,2
PERSON ON FOOT,W WASHINGTON AVE&N BUFFALO DR,1
TRAFFIC PROBLEM,W WASHINGTON AVE&N BUFFALO DR,1
TRAFFIC STOP,W WASHINGTON AVE&N BUFFALO DR,3
WANTED PERSON,W WASHINGTON AVE&MARIE FENLON DR,1
OTHER DISTURBANCE,W WASHINGTON AVE&J ST,2
TRAFFIC STOP,W WASHINGTON AVE&J ST,1
DRUNK DRIVER,W WASHINGTON AVE&HAZARD AVE,1
ACCIDENT,W WASHINGTON AVE&H ST,2
LARCENY FROM A PERSO,W WASHINGTON AVE&H ST,1
PERSON ON FOOT,W WASHINGTON AVE&H ST,1
SUSPICIOUS VEHICLE,W WASHINGTON AVE&H ST,1
TRAFFIC STOP,W WASHINGTON AVE&H ST,2
TRAFFIC PROBLEM,W WASHINGTON AVE&GREYSTONE DR,1
DIRECTED PATROL ACTI,W WASHINGTON AVE&F ST,2
TRAFFIC STOP,W WASHINGTON AVE&F ST,1
PED ON A ROADWAY,W WASHINGTON AVE&E ST,1
PERSON ON FOOT,W WASHINGTON AVE&E ST,3
TRAFFIC PROBLEM,W WASHINGTON AVE&E ST,1
TRAFFIC STOP,W WASHINGTON AVE&E ST,1
TRAFFIC STOP,W WASHINGTON AVE&DOWN WAY,1
PERSON ON FOOT,W WASHINGTON AVE&D ST,1
SUSPICIOUS PERSON,W WASHINGTON AVE&D ST,1
TRAFFIC STOP,W WASHINGTON AVE&D ST,4
TRANSPORT,W WASHINGTON AVE&D ST,1
WARRANT PICKUP,W WASHINGTON AVE&CONFETTI GARDENS WAY,1
TRAFFIC STOP,W WASHINGTON AVE&COMSTOCK DR,4
OTHER DISTURBANCE,W WASHINGTON AVE&CODY PASS,1
ACCIDENT,W WASHINGTON AVE&CARMEL SHORES DR,1
ASSIST AN OFFICER,W WASHINGTON AVE&ARTESIA WAY,1
TRAFFIC STOP,W WASHINGTON AVE&ARTESIA WAY,1
TRAFFIC STOP,W WASHINGTON AVE&ANN DR,1
ACCIDENT,W WASHINGTON AVE&A ST,1
ASSIST A CITIZEN,W WASHINGTON AVE&A ST,1
FIRE,W WASHINGTON AVE&A ST,1
PERSON ON FOOT,W WASHINGTON AVE&A ST,1
TRAFFIC STOP,W WASHBURN RD&N DECATUR BLVD,1
ASSIST AN OFFICER,W WASHBURN RD&N BUFFALO DR,1
TRAFFIC STOP,W VAN BUREN AVE&H ST,1
PERSON ON FOOT,W VAN BUREN AVE&E ST,1
DETAIL,W VAN BUREN AVE&D ST,1
SICK OR INJURED PERS,W VAN BUREN AVE&C ST,1
DETAIL,W UTAH AVE&S MAIN ST,1
TRAFFIC STOP,W UTAH AVE&S MAIN ST,1
TRAFFIC PROBLEM,W TROPICAL PKWY&N TENAYA WAY,1
DRUNK DRIVER,W TROPICAL PKWY&N JONES BLVD,1
TRAFFIC PROBLEM,W TROPICAL PKWY&N JONES BLVD,1
SUSPICIOUS VEHICLE,W TROPICAL PKWY&N DURANGO DR,1
TRAFFIC STOP,W TROPICAL PKWY&N DURANGO DR,1
PERSON ON FOOT,W TROPICAL PKWY&N DECATUR BLVD,1
TRAFFIC STOP,W TROPICAL PKWY&N DECATUR BLVD,2
TRAFFIC STOP,W TROPICAL PKWY&CENTENNIAL CEN,1
WARRANT PICKUP,W SUNSET RD&MIDDLEGATE RD,1
ACCIDENT,W SUMMERLIN PKWY&N US 95,1
ACCIDENT,W SUMMERLIN PKWY&N BUFFALO DR,1
TRAFFIC PROBLEM,W SUMMERLIN PKWY&N BUFFALO DR,1
TRAFFIC STOP,W SUMMERLIN PKWY&N BUFFALO DR,1
TRAFFIC STOP,W SAHARA AVE&SPANISH OAKS DR,1
ACCIDENT,W SAHARA AVE&S VALLEY VIEW BLV,2
TRAFFIC STOP,W SAHARA AVE&S VALLEY VIEW BLV,1
ACCIDENT,W SAHARA AVE&S RANCHO DR,2
ASSIST AN OFFICER,W SAHARA AVE&S LAS VEGAS BLVD,1
FIRE,W SAHARA AVE&S LAS VEGAS BLVD,1
PERSON ON FOOT,W SAHARA AVE&S LAS VEGAS BLVD,1
TRAFFIC PROBLEM,W SAHARA AVE&S LAS VEGAS BLVD,2
MAINTENANCE,W SAHARA AVE&S JONES BLVD,1
TRAFFIC STOP,W SAHARA AVE&S JONES BLVD,1
SUSPICIOUS PERSON,W SAHARA AVE&S I 15,1
TRAFFIC STOP,W SAHARA AVE&S DECATUR BLVD,1
FIGHT,W SAHARA AVE&S BUFFALO DR,1
TRAFFIC STOP,W SAHARA AVE&PASEO DEL PRADO,1
DETAIL,W SAHARA AVE&N I 15,1
OTHER DISTURBANCE,W SAHARA AVE&MONTESSOURI ST,1
ACCIDENT,W SAHARA AVE&LAS VERDES ST,1
TRAFFIC STOP,W SAHARA AVE&ARVILLE ST,1
BURGLARY,W REGENA AVE&RIO VISTA ST,1
ASSIST AN OFFICER,W RED COACH AVE&N DURANGO DR,1
MAINTENANCE,W PHILADELPHIA AVE&S COMMERCE ,1
WANTED PERSON,W PEBBLE&S DURANGO DR,1
ASSIST AN OFFICER,W OWENS AVE&VEGAS DR,1
ASSIST AN OFFICER,W OWENS AVE&STOCKER ST,1
ACCIDENT,W OWENS AVE&N MARTIN L KING BL,1
TRAFFIC STOP,W OWENS AVE&N MARTIN L KING BL,4
ASSAULT/BATTERY,W OWENS AVE&N MAIN ST,1
ASSIST A CITIZEN,W OWENS AVE&N MAIN ST,2
ASSIST AN OFFICER,W OWENS AVE&N MAIN ST,1
DETAIL,W OWENS AVE&N MAIN ST,3
PERSON ON FOOT,W OWENS AVE&N MAIN ST,1
SICK OR INJURED PERS,W OWENS AVE&N MAIN ST,2
TRAFFIC STOP,W OWENS AVE&N MAIN ST,2
WANTED PERSON,W OWENS AVE&N MAIN ST,1
TRAFFIC STOP,W OWENS AVE&J ST,3
ASSIST AN OFFICER,W OWENS AVE&H ST,1
TRAFFIC STOP,W OWENS AVE&H ST,1
TRAFFIC PROBLEM,W OWENS AVE&D ST,1
ACCIDENT,W OWENS AVE&A ST,1
KEEP THE PEACE,W OWENS AVE&A ST,1
OTHER DISTURBANCE,W OWENS AVE&A ST,1
DETAIL,W OWENS AND B ST,1
DETAIL,W OGDEN AVE&S CITY PKWY,1
NON-CRIMINAL DETAIL,W OGDEN AVE&S CITY PKWY,1
PERSON ON FOOT,W OGDEN AVE&S CITY PKWY,2
TRAFFIC STOP,W OGDEN AVE&S CITY PKWY,2
ACCIDENT,W OGDEN AVE&N MAIN ST,1
ASSIST A CITIZEN,W OGDEN AVE&N MAIN ST,1
ASSIST AN OFFICER,W OGDEN AVE&N MAIN ST,1
LODGING W/O CONSENT,W OGDEN AVE&N MAIN ST,2
OTHER DISTURBANCE,W OGDEN AVE&N MAIN ST,2
OUT OF VEHICLE,W OGDEN AVE&N MAIN ST,1
PED/VEH INTERFERENCE,W OGDEN AVE&N MAIN ST,1
PERSON ON FOOT,W OGDEN AVE&N MAIN ST,11
SICK OR INJURED PERS,W OGDEN AVE&N MAIN ST,1
TRAFFIC STOP,W OGDEN AVE&N MAIN ST,8
URINATING/DEFECATING,W OGDEN AVE&N MAIN ST,1
WANTED PERSON,W OF SANDS,1
WANTED PERSON,W OF BLDG B,1
OTHER DISTURBANCE,W OF,1
ASSIST A CITIZEN,W OAKEY BLVD&WESTERN AVE,1
TRAFFIC STOP,W OAKEY BLVD&WESTERN AVE,2
TRAFFIC STOP,W OAKEY BLVD&VALMORA ST,1
TRAFFIC STOP,W OAKEY BLVD&S TORREY PINES DR,1
ACCIDENT,W OAKEY BLVD&S RAINBOW BLVD,1
FAMILY DISTURBANCE,W OAKEY BLVD&S RAINBOW BLVD,1
PERSON ON FOOT,W OAKEY BLVD&S RAINBOW BLVD,3
TRAFFIC STOP,W OAKEY BLVD&S RAINBOW BLVD,3
OTHER DISTURBANCE,W OAKEY BLVD&S MARTIN L KING BLVD,1
RECKLESS DRIVER,W OAKEY BLVD&S MARTIN L KING B,1
DETAIL,W OAKEY BLVD&S DECATUR BLVD,1
PERSON ON FOOT,W OAKEY BLVD&S DECATUR BLVD,1
TRAFFIC STOP,W OAKEY BLVD&S COMMERCE ST,1
TRAFFIC STOP,W OAKEY BLVD&S BUFFALO DR,1
ACCIDENT,W OAKEY BLVD&REDWOOD ST,1
TRAFFIC STOP,W OAKEY BLVD&REDWOOD ST,1
PERSON ON FOOT,W OAKEY BLVD&MOHAWK ST,1
SEE PERSON FOR INFO,W OAKEY BLVD&LOS ALTOS PL,1
PERSON ON FOOT,W OAKEY BLVD&CAMPBELL DR,1
URINATING/DEFECATING,W OAKEY BLVD&ARVILLE ST,1
ASSIST A CITIZEN,W MONROE AVE&H ST,1
STOLEN VEHICLE,W MONROE AVE&D ST,1
TRAFFIC STOP,W MONROE AVE&D ST,1
TRAFFIC STOP,W MONROE AVE&C ST,1
DETAIL,W MESQUITE AVE&CITY PKWY,2
DIRECTED PATROL ACTI,W MESQUITE AVE&CITY PKWY,1
PERSON ON FOOT,W MESQUITE AVE&CITY PKWY,1
PERSON ON FOOT,W MCWILLIAMS AVE&J ST,1
DETAIL,W MCWILLIAMS AVE&H ST,1
ASSIST A CITIZEN,W MCWILLIAMS AVE&G ST,1
DETAIL,W MCWILLIAMS AVE&F ST,1
DIRECTED PATROL ACTI,W MCWILLIAMS AVE&F ST,1
OUT OF VEHICLE,W MCWILLIAMS AVE&F ST,1
TRAFFIC STOP,W MCWILLIAMS AVE&F ST,1
ASSAULT/BATTERY,W LV LIBRARY,1
NARCOTICS,W LV LIBRARY,1
SICK OR INJURED PERS,W LV LIBRARY,1
SUSPICIOUS PERSON,W LV LIBRARY,1
SUSPICIOUS SITUATION,W LV LIBRARY,1
ASSIST AN OFFICER,W LONE MOUNTAIN RD&S US 95,1
TRAFFIC STOP,W LONE MOUNTAIN RD&N TORREY PINES DR,1
TRAFFIC STOP,W LONE MOUNTAIN RD&N TENAYA WAY,1
ASSIST A CITIZEN,W LONE MOUNTAIN RD&N TENAYA WA,1
ACCIDENT,W LONE MOUNTAIN RD&N RANCHO DR,3
FAMILY DISTURBANCE,W LONE MOUNTAIN RD&N RANCHO DR,1
TRAFFIC PROBLEM,W LONE MOUNTAIN RD&N RANCHO DR,1
TRAFFIC STOP,W LONE MOUNTAIN RD&N RANCHO DR,3
ACCIDENT,W LONE MOUNTAIN RD&N RAINBOW B,2
TRAFFIC PROBLEM,W LONE MOUNTAIN RD&N RAINBOW B,1
TRAFFIC STOP,W LONE MOUNTAIN RD&N RAINBOW B,6
ASSIST AN OFFICER,W LONE MOUNTAIN RD&N JONES BLVD,1
DIRECTED PATROL ACTI,W LONE MOUNTAIN RD&N JONES BLV,1
ACCIDENT,W LONE MOUNTAIN RD&N DURANGO DR,1
TRAFFIC STOP,W LONE MOUNTAIN RD&N BUFFALO DR,1
TRAFFIC PROBLEM,W LONE MOUNTAIN RD&N BUFFALO D,1
MENTALLY ILL PERSON,W LAS VEGAS LIBRARY,1
MISSING PERSON,W LAS VEGAS LIBRARY,1
SICK OR INJURED PERS,W LAS VEGAS LIBRARY,1
ACCIDENT W/INJURY,W LAKE MEAD BLVD&THOMAS W RYAN,1
TRAFFIC STOP,W LAKE MEAD BLVD&TEQUESTA ST,1
DETAIL,W LAKE MEAD BLVD&STELLA LAKE S,2
TRAFFIC STOP,W LAKE MEAD BLVD&SIMMONS ST,1
TRAFFIC STOP,W LAKE MEAD BLVD&S US 95,2
PERSON ON FOOT,W LAKE MEAD BLVD&ROCK SPRINGS DR,3
TRAFFIC STOP,W LAKE MEAD BLVD&ROCK SPRINGS DR,2
TRAFFIC PROBLEM,W LAKE MEAD BLVD&ROCK SPRINGS ,1
TRAFFIC STOP,W LAKE MEAD BLVD&ROCK SPRINGS ,6
TRAFFIC STOP,W LAKE MEAD BLVD&REVERE ST,2
ACCIDENT,W LAKE MEAD BLVD&N US 95,2
TRAFFIC STOP,W LAKE MEAD BLVD&N US 95,1
ASSIST AN OFFICER,W LAKE MEAD BLVD&N TORREY PINES DR,1
ACCIDENT,W LAKE MEAD BLVD&N TORREY PINE,1
ASSIST A CITIZEN,W LAKE MEAD BLVD&N TORREY PINE,1
TRAFFIC STOP,W LAKE MEAD BLVD&N TONOPAH DR,1
ACCIDENT,W LAKE MEAD BLVD&N TENAYA WAY,2
ASSIST AN OFFICER,W LAKE MEAD BLVD&N TENAYA WAY,1
NARCOTICS,W LAKE MEAD BLVD&N TENAYA WAY,1
PERSON ON FOOT,W LAKE MEAD BLVD&N TENAYA WAY,1
TRAFFIC PROBLEM,W LAKE MEAD BLVD&N TENAYA WAY,1
TRAFFIC STOP,W LAKE MEAD BLVD&N TENAYA WAY,2
ASSIST AN OFFICER,W LAKE MEAD BLVD&N RANCHO DR,1
PERSON ON FOOT,W LAKE MEAD BLVD&N RANCHO DR,1
TRAFFIC STOP,W LAKE MEAD BLVD&N RANCHO DR,1
TRAFFIC STOP,W LAKE MEAD BLVD&N RAMPART BLVD,1
PERSON ON FOOT,W LAKE MEAD BLVD&N RAMPART BLV,1
TRAFFIC STOP,W LAKE MEAD BLVD&N RAMPART BLV,1
TRAFFIC STOP,W LAKE MEAD BLVD&N RAINBOW BLVD,2
STOLEN VEHICLE,W LAKE MEAD BLVD&N RAINBOW BLV,1
TRAFFIC STOP,W LAKE MEAD BLVD&N RAINBOW BLV,1
PERSON ON FOOT,W LAKE MEAD BLVD&N MARTIN L KI,1
TRAFFIC PROBLEM,W LAKE MEAD BLVD&N MARTIN L KI,1
TRAFFIC STOP,W LAKE MEAD BLVD&N MARTIN L KI,1
ACCIDENT,W LAKE MEAD BLVD&N JONES BLVD,2
NARCOTICS,W LAKE MEAD BLVD&N JONES BLVD,1
TRAFFIC STOP,W LAKE MEAD BLVD&N JONES BLVD,6
TRAFFIC STOP,W LAKE MEAD BLVD&N DECATUR BLVD,2
ASSIST AN OFFICER,W LAKE MEAD BLVD&N DECATUR BLV,1
PERSON ON FOOT,W LAKE MEAD BLVD&N DECATUR BLV,1
TRAFFIC STOP,W LAKE MEAD BLVD&N DECATUR BLV,2
ACCIDENT,W LAKE MEAD BLVD&N BUFFALO DR,1
LUNCH,W LAKE MEAD BLVD&N BUFFALO DR,1
MENTALLY ILL PERSON,W LAKE MEAD BLVD&N BUFFALO DR,1
PED/VEH INTERFERENCE,W LAKE MEAD BLVD&N BUFFALO DR,1
PERSON ON FOOT,W LAKE MEAD BLVD&N BUFFALO DR,3
SICK OR INJURED PERS,W LAKE MEAD BLVD&N BUFFALO DR,1
TRAFFIC STOP,W LAKE MEAD BLVD&N BUFFALO DR,6
FIRE,W LAKE MEAD BLVD&LOSEE RD,1
TRAFFIC PROBLEM,W LAKE MEAD BLVD&LOSEE RD,1
ASSIST AN OFFICER,W LAKE MEAD BLVD&LEONARD LN,1
ANIMAL COMPLAINT,W LAKE MEAD BLVD&J ST,1
PERSON ON FOOT,W LAKE MEAD BLVD&J ST,2
TRAFFIC PROBLEM,W LAKE MEAD BLVD&J ST,1
TRAFFIC STOP,W LAKE MEAD BLVD&J ST,3
ASSIST AN OFFICER,W LAKE MEAD BLVD&H ST,1
PERSON ON FOOT,W LAKE MEAD BLVD&H ST,1
TRAFFIC STOP,W LAKE MEAD BLVD&H ST,2
TRAFFIC STOP,W LAKE MEAD BLVD&ENGLESTAD ST,1
TRAFFIC STOP,W LAKE MEAD BLVD&D ST,2
PERSON ON FOOT,W LAKE MEAD BLVD&CONCORD ST,1
TRAFFIC PROBLEM,W HAMMER LN&N JONES BLVD,1
ACCIDENT W/INJURY,W GOWAN RD&SHERMCREST WAY,1
TRAFFIC STOP,W GOWAN RD&SHADOW PEAK ST,1
OTHER DISTURBANCE,W GOWAN RD&S US 95,1
SUSPICIOUS VEHICLE,W GOWAN RD&QUADREL ST,1
ANIMAL COMPLAINT,W GOWAN RD&N TORREY PINES DR,1
ASSIST A CITIZEN,W GOWAN RD&N TENAYA WAY,1
ASSIST AN OFFICER,W GOWAN RD&N TENAYA WAY,1
ILLEGAL SHOOTING,W GOWAN RD&N TENAYA WAY,1
TRAFFIC PROBLEM,W GOWAN RD&N TENAYA WAY,1
TRAFFIC STOP,W GOWAN RD&N TENAYA WAY,2
TRAFFIC PROBLEM,W GOWAN RD&N RANCHO DR,1
TRAFFIC STOP,W GOWAN RD&N RAINBOW BLVD,2
NARCOTICS,W GOWAN RD&N JENSEN ST,1
TRAFFIC STOP,W GOWAN RD&N GRAND CANYON DR,1
ASSIST AN OFFICER,W GOWAN RD&N DURANGO DR,1
TRAFFIC STOP,W GOWAN RD&N DURANGO DR,1
TRAFFIC STOP,W GOWAN RD&N CIMARRON RD,2
TRAFFIC STOP,W GOWAN RD&N BUFFALO DR,2
WANTED PERSON,W GILMORE AVE&N EL CAPITAN WAY,1
TRAFFIC PROBLEM,W GILMORE AVE&N DURANGO DR,1
TRANSPORT,W FO MATERIAL BLDG,1
LUNCH,W FLAMINGO RD&S DURANGO DR,1
PERSON ON FOOT,W DEER SPRINGS WAY&ROSINWOOD ST,1
TRAFFIC STOP,W DEER SPRINGS WAY&N TENAYA WAY,1
ACCIDENT,W DEER SPRINGS WAY&N DURANGO DR,1
TRAFFIC PROBLEM,W DEER SPRINGS WAY&N DURANGO DR,2
TRAFFIC STOP,W DEER SPRINGS WAY&N DURANGO DR,1
TRAFFIC STOP,W DEER SPRINGS WAY&N DURANGO D,2
ASSIST A CITIZEN,W DEER SPRINGS WAY&N CIMARRON RD,1
PERSON ON FOOT,W DEER SPRINGS WAY&N CIMARRON ,1
TRAFFIC STOP,W DEER SPRINGS WAY&N BUFFALO D,1
TRAFFIC STOP,W DEER SPRINGS WAY&GRAND MONTE,1
TRAFFIC STOP,W DEER SPRINGS WAY&BELOVED ST,1
TRAFFIC STOP,W CRAIG RD&S US 95,2
TRAFFIC STOP,W CRAIG RD&N US 95,1
ACCIDENT,W CRAIG RD&N TENAYA WAY,3
TRAFFIC PROBLEM,W CRAIG RD&N TENAYA WAY,1
TRAFFIC STOP,W CRAIG RD&N TENAYA WAY,3
ACCIDENT,W CRAIG RD&N RANCHO DR,2
ASSIST A CITIZEN,W CRAIG RD&N RANCHO DR,1
SICK OR INJURED PERS,W CRAIG RD&N RANCHO DR,1
TRAFFIC STOP,W CRAIG RD&N RANCHO DR,2
TRANSPORT,W CRAIG RD&N RANCHO DR,1
ACCIDENT,W CRAIG RD&N RAINBOW BLVD,1
ASST AN OFFICER,W CRAIG RD&N RAINBOW BLVD,1
TRAFFIC STOP,W CRAIG RD&N RAINBOW BLVD,2
TRAFFIC PROBLEM,W CRAIG RD&N JONES BLVD,1
ACCIDENT,W CRAIG RD&N DURANGO DR,1
TRAFFIC STOP,W CRAIG RD&N DURANGO DR,1
TRAFFIC STOP,W CLEVELAND AVE&S LAS VEGAS BLVD,1
SUSPICIOUS VEHICLE,W CLEVELAND AVE&S LAS VEGAS BL,1
TRAFFIC STOP,W CINCINNATI AVE&FAIRFIELD AVE,1
ASSIST A CITIZEN,W CHICAGO AVE&FAIRFIELD AVE,1
PERSON ON FOOT,W CHEYENNE AVE&SOARING GULLS DR,1
TRAFFIC PROBLEM,W CHEYENNE AVE&SOARING GULLS D,1
TRAFFIC STOP,W CHEYENNE AVE&SOARING GULLS D,1
ASSIST AN OFFICER,W CHEYENNE AVE&SHADY TIMBER ST,1
FIRE,W CHEYENNE AVE&SHADOW PEAK ST,1
TRAFFIC STOP,W CHEYENNE AVE&SHADOW PEAK ST,1
PERSON ON FOOT,W CHEYENNE AVE&S US 95,1
TRAFFIC PROBLEM,W CHEYENNE AVE&S US 95,2
TRAFFIC STOP,W CHEYENNE AVE&S US 95,3
SUSPICIOUS PERSON,W CHEYENNE AVE&RONEMUS DR,1
SUSPICIOUS VEHICLE,W CHEYENNE AVE&RONEMUS DR,1
TRAFFIC PROBLEM,W CHEYENNE AVE&RONEMUS DR,1
PED ON A ROADWAY,W CHEYENNE AVE&N US 95,1
PERSON ON FOOT,W CHEYENNE AVE&N US 95,1
TRAFFIC PROBLEM,W CHEYENNE AVE&N US 95,1
TRAFFIC STOP,W CHEYENNE AVE&N US 95,2
TRAFFIC STOP,W CHEYENNE AVE&N TORREY PINES DR,1
TRAFFIC STOP,W CHEYENNE AVE&N TORREY PINES ,1
ACCIDENT,W CHEYENNE AVE&N TENAYA WAY,1
ASSIST A CITIZEN,W CHEYENNE AVE&N TENAYA WAY,1
ASSIST AN OFFICER,W CHEYENNE AVE&N TENAYA WAY,1
INDECENT EXPOSURE,W CHEYENNE AVE&N TENAYA WAY,1
PERSON ON FOOT,W CHEYENNE AVE&N TENAYA WAY,2
SICK OR INJURED PERS,W CHEYENNE AVE&N TENAYA WAY,1
TRAFFIC STOP,W CHEYENNE AVE&N TENAYA WAY,7
ASSIST AN OFFICER,W CHEYENNE AVE&N RANCHO DR,1
ASSIST AN OFFICER,W CHEYENNE AVE&N RAMPART BLVD,1
KEEP THE PEACE,W CHEYENNE AVE&N RAMPART BLVD,1
TRAFFIC STOP,W CHEYENNE AVE&N RAMPART BLVD,2
ACCIDENT,W CHEYENNE AVE&N RAINBOW BLVD,1
ASSIST AN OFFICER,W CHEYENNE AVE&N RAINBOW BLVD,1
NARCOTICS,W CHEYENNE AVE&N RAINBOW BLVD,1
TRAFFIC STOP,W CHEYENNE AVE&N RAINBOW BLVD,3
ASSIST AN OFFICER,W CHEYENNE AVE&N PIONEER WAY,1
WANTED PERSON,W CHEYENNE AVE&N MICHAEL WAY,1
TRAFFIC STOP,W CHEYENNE AVE&N JONES BLVD,1
TRAFFIC STOP,W CHEYENNE AVE&N HUALAPAI WAY,1
TRAFFIC STOP,W CHEYENNE AVE&N FORT APACHE RD,1
TRAFFIC STOP,W CHEYENNE AVE&N EL CAPITAN WA,1
ACCIDENT,W CHEYENNE AVE&N DURANGO DR,1
GRAFFITI,W CHEYENNE AVE&N DURANGO DR,1
TRAFFIC PROBLEM,W CHEYENNE AVE&N DURANGO DR,1
TRAFFIC STOP,W CHEYENNE AVE&N DURANGO DR,1
TRAFFIC STOP,W CHEYENNE AVE&N CIMARRON RD,1
ASSIST AN OFFICER,W CHEYENNE AVE&N BUFFALO DR,1
TRAFFIC PROBLEM,W CHEYENNE AVE&N BUFFALO DR,1
TRAFFIC STOP,W CHEYENNE AVE&N BUFFALO DR,6
ASSIST A CITIZEN,W CHEYENNE AVE&METRO ACADEMY W,1
TRAFFIC PROBLEM,W CHEYENNE AVE&METRO ACADEMY W,1
PERSON ON FOOT,W CHARLESTON BLVD&WILSHIRE ST,1
TRAFFIC STOP,W CHARLESTON BLVD&UPLAND BLVD,1
STOLEN VEHICLE,W CHARLESTON BLVD&SHADOW LN,1
OFFICER NEEDS HELP E,W CHARLESTON BLVD&SCHOLL DR,1
TRAFFIC STOP,W CHARLESTON BLVD&SCHOLL DR,1
MISC ADMIN MATTER,W CHARLESTON BLVD&SALEM DR,1
ACCIDENT W/INJURY,W CHARLESTON BLVD&S VALLEY VIEW BLVD,1
TRAFFIC STOP,W CHARLESTON BLVD&S VALLEY VIEW BLVD,1
PERSON ON FOOT,W CHARLESTON BLVD&S VALLEY VIE,1
TRAFFIC STOP,W CHARLESTON BLVD&S VALLEY VIE,3
COFFEE,W CHARLESTON BLVD&S TOWN CENTER DR,1
ACCIDENT,W CHARLESTON BLVD&S TOWN CENTE,1
FIRE,W CHARLESTON BLVD&S TORREY PINES DR,1
MENTALLY ILL PERSON,W CHARLESTON BLVD&S TORREY PINES DR,1
TRAFFIC STOP,W CHARLESTON BLVD&S TORREY PINES DR,1
TRAFFIC STOP,W CHARLESTON BLVD&S TORREY PIN,1
TRAFFIC STOP,W CHARLESTON BLVD&S TONOPAH DR,1
ACCIDENT,W CHARLESTON BLVD&S RANCHO DR,1
OTHER DISTURBANCE,W CHARLESTON BLVD&S RANCHO DR,1
OUT OF VEHICLE,W CHARLESTON BLVD&S RANCHO DR,1
PERSON ON FOOT,W CHARLESTON BLVD&S RANCHO DR,2
TRAFFIC STOP,W CHARLESTON BLVD&S RANCHO DR,1
DETAIL,W CHARLESTON BLVD&S RAMPART BL,1
TRAFFIC STOP,W CHARLESTON BLVD&S RAMPART BL,3
OUT OF VEHICLE,W CHARLESTON BLVD&S RAINBOW BLVD,1
TRAFFIC STOP,W CHARLESTON BLVD&S RAINBOW BLVD,1
ASSIST A CITIZEN,W CHARLESTON BLVD&S RAINBOW BL,1
DETAIL,W CHARLESTON BLVD&S RAINBOW BL,1
TRAFFIC STOP,W CHARLESTON BLVD&S RAINBOW BL,1
